rating,comment
5,Item received in good condition. A good size that is able to cover the whole body.
5,Fast shipping!
5,Shipping was very fast. Product as advertised and good quality. 
5,Item came perfect. Will definitely buy again.the sizing is good. Very satisfied.
5,Super comfortable but will wear it as a nightwear rather than a sports bra. The cup wasnt that troublesome as compared to other feedbacks
5,Love it!! I have gone back for repurchase! Helps to support C cup! 
5,Very good quality for the price paid. Quite stretchable for a sports bra. The padding that comes with it is comfortable too. 
5,Quality is good and delivery is fast thank u saler
5,Received in good condition. Nice soft material too 
5,Delivery was fast. 2nd purchase. 
5,Received product. All in order. 
5,👍 gd material
2,Not to my liking.
5,Makes riding more comfortable after wearing. Highly recommended 
5,Received. Not yet used but should be fine.
5,Thick padded material & true sizing as stated. My second purchase. Thanks seller!
5,Thick padded material & true sizing as stated. Thanks seller!
5,Items received as advertised and well packed. Fast and prompt delivery.
5,"Fast delivery from seller, have yet to try it on. But the padding is thick enough. Hopefully can last long. Thank you. "
5,Good quality and fast delivery. Thanks will order again
5,"Very good n prompt service
Thank you n will shop with you again
"
5,Item received! Good condition! Will definitely buy more :) thank you! Good buy! 
5,Product was well Packed and came in good condition also delivery was fast. Highly Recommended!
5,"Great quality for the price, sturdy. Thankyou both seller and ninjavan 🤗"
5,Very good product and fast delivery! 
5,"Received very quickly, ordered Thursday night right before Good Friday public holiday, received on Monday immediately after Easter weekend. Well packaged and seems sturdy and well made! Thank you!"
5,"Got the grid + spike version, came in good condition and correct colour with fast delivery! Thank you!!"
5,Good and solid foam roller. 
5,Looks good for the price
5,"My second purchased.
Comfortable .good for long ride"
5,Recieved in good packaging and item quality is good by visual judgement.  The seller picture of this item is exactly alike to what i recieved.  Not bad to recommend to MTB bikers ethusiast...👍
5,very gd
5,Ordered according to size guide and it fits exactly. Quality is good. Delivered ahead of schedule. 
4,Take quite a while to deliver. Product not too bad.
5,Slightly loose. Follow according to the chart. Suggest 1 size smaller because it is expandable. Happy riding. 
5,Comfortable cycling shorts. This is a repeat purchase. 
5,Size is what i expected. The padding is more like thick foam than gel. But it is proper. Tried it on the bike and it provides the required bumper between your sitting bone and the saddle. Delivery is quite fast. Happy with the purchase! 
5,Item as described.
5,thank you for the deal. item is good product. fast delivery. 
5,Received item in order. Item is as mentioned and will recommend others to buy as it is value for money. 
5,"Bought 2 colors, colors are true to picture. Cup sizes are a little big (I’m pretty petite) but for the price I can’t really complain. Material is good too! "
5,"comfy material, stretchable, but padding abit dented :( "
5,Good paddings but only can use for light yoga classes. Not sure if can use for hiit classes though. Fast delivery at mail box
5,Delivery is fast. Material is good. Stripe is adjustable but cannot be remove. 
5,REALLY REALLY love this bra. The fitting is so good and it gives the body a nice shape
2,Fabric is smooth but the colour is very dull. The bra pads were also folded and there were dents. Not aesthetically pretty too. Does not look like photo in store.
5,Friends love it and fast delivery too! Quality good👍
5,Fix well. Good quality for the price 
5,Very nice. 
5,"The top fits well, but is probably more suitable for light workouts at home cos the paddings don't really fit as well.
but its very comfy. it really gives the pushup effect. "
2,"The bra padding is all bumpy, very obvious. Doesn't create push up bra effect either. "
5,Well received.  Good material.  Slightly bigger than expected. 
5,No pain while riding. Just abit tight in the groin 
5,Size abit small so must upsize
5,Efficient and fast delivery. 👍
5,Item received thanks 
4,Good quality 
5,Gud
5,Item well received. Yet to try but its really soft. Colours are true to picture. Love the green piece especially. 
5,Good material. Goods well received.
5,the material is comfortable and soft! delivery is also quite fast.
5,4th time ordered...
5,received yesterday.the material is good and soft.expandable.love it.thank you😊...
4,Not bad product
4,"The material is soft and comfortable. Nice to wear, it fits just well. However the push up not so good compare to real bra. Overall, satisfied. "
5,Love it!!! Will buy again 
5,Got it! Thanks!
5,Products come in good condition. Thank you so much........
5,Really worth and very good 
5,super fast delivery. shipment came unexpectedly earlier today within a week. good service
4,"good quality,sizing and delivery !  Have yet to test it out on bike but foam density seems good and sizing is good. For this price point i wouldn't need anything more. "
5,Very comfy and supportive!
5,Fit well. Good quality 👌
5,"The gel padding are thick and firm unlike other brand, comfortable to wear. Will buy again! Thank you!! "
5,Great fit. Comfortable. Haven't wash it yet. Hope it doesn't shrink.
5,"Received with good condition, good quality and fast delivery "
5,Love it😍
3,Not what I expected
1,Received wrong size and colour. 
5,"Recieved in good condition! 
Fast delivery! High recommend "
5,Second purchase of a different colour. Not sure if wrong size was provided but this feels smaller than the previous one. Still wearable though so no complains. Overall comfy and good!
5,Nice one. Value the money that you pay. Will surely order again. Thank you seller.
5,"has thick padding, and material is very soft and feels good!"
5,Good quality 
5,"Purchased on 05 Jun. Delivered on 11 Jun. Item as described. Waist 31"" Size M has a better fit. Comfortable. Items are nicely packed. Will buy again from this seller."
5,"i am a female but specially bought a S for this male version to compare against a S i bought for the female version, female cushioning feels a bit thicker although both very similar "
