rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,"Requested for the blue one and seller gave it to me! Thank you! Item was delivered promptly, packaged properly and has no defects! Very satisfied with it :)",requested blue one seller gave thank item delivered promptly packaged properly no defect satisfied,Product Quality,2,Positive
5,Good product and received it quickly,good product received quickly,Delivery & Service,2,Positive
5,Satisfied with purchase :) ,satisfied purchase,Product Quality,2,Positive
5,Super fast delivery!,super fast delivery,Delivery & Service,2,Positive
5,Nice product. Fast shipping. ,nice product fast shipping,Delivery & Service,2,Positive
5,Good ,good,Others,2,Positive
5,Very good service - Delivery was super fast. Seller is responsive and responsible. Definitely will continue to buy from this seller again. Recommended!!!,good service delivery super fast seller responsive responsible definitely continue buy seller recommended,Delivery & Service,2,Positive
5,Have yet to try but thank you for confirming the delivery and good service ! Thank you!,yet try but thank confirming delivery good service thank,Delivery & Service,2,Positive
5,Thanks seller for the prompt reply and assist to shipped out my purchase on the next business day. Will use it together with my training and see hows the effect will be. ,thanks seller prompt reply assist shipped purchase next business day use together training see hows effect,Delivery & Service,2,Positive
5,Received but yet try.,received but yet try,Delivery & Service,2,Positive
5,Received faster than expected. Work well. ,received faster expected work well,Product Quality,2,Positive
5,Have yet to try,yet try,Others,2,Positive
5,Was great,great,Others,2,Positive
5,Good condition,good condition,Delivery & Service,2,Positive
5,"I had recieved the goods, is well package and the controller is working. Thanks",recieved good well package controller working thanks,Packaging Quality,2,Positive
5,received well,received well,Delivery & Service,2,Positive
5,Works very well,work well,Product Quality,2,Positive
5,Product did not take too long to arrive. Tested and working perfectly as can feel the reaction on the muscles.,product not take long arrive tested working perfectly can feel reaction muscle,Delivery & Service,2,Positive
5,Received thru letterbox. Tested and can definitely feel something specially on high level. Not sure if it can accomplish what it claims but will find out soon enough. Adhesive gels would probably lose stickiness after a while though. ,received thru letterbox tested can definitely feel something specially high level not sure can accomplish claim but find soon enough adhesive gel would probably lose stickiness though,Delivery & Service,2,Positive
5,It works !! 👍,work,Product Quality,2,Positive
5,Yet to open. Just collected. So far experience dealing with seller is good,yet open collected far experience dealing seller good,Delivery & Service,2,Positive
5,Received well with the pads! Wrapped up properly too. Charging the controllers to see if they work but overall satisfied with this purchase.,received well pad wrapped properly charging controller see work but overall satisfied purchase,Product Quality,2,Positive
5,"Pretty good, easy to use. Hope it will be effective and useful.",pretty good easy use hope effective useful,Product Quality,2,Positive
5,"Received in good physical condition. Cant wait to use this. Hope it works as advertised. Thank you, seller!👍🏼👍🏼👍🏼",received good physical condition cant wait use hope work advertised thank seller👍🏼👍🏼👍🏼,Delivery & Service,2,Positive
5,Nice packaging. Fast reply. Hopefully it works.,nice packaging fast reply hopefully work,Product Quality,2,Positive
5,Very Good!,good,Others,2,Positive
5,"Good cs, haven try out the item. ",good c haven try item,Others,2,Positive
5,Well look nice & yet to try ! ,well look nice yet try,Others,2,Positive
5,Item received in good condition,item received good condition,Delivery & Service,2,Positive
5,Fast delivery. ,fast delivery,Delivery & Service,2,Positive
5,Ordered this only a few days ago - fast! Item came nicely wrapped. Looks good. Looking forward to use it. ,ordered few day ago fast item came nicely wrapped look good looking forward use,Packaging Quality,2,Positive
5,Bright and nice orange colour. Fast delivery. ,bright nice orange colour fast delivery,Delivery & Service,2,Positive
5,"Received in good condition, thank you seller for the prompt delivery 🚚 ",received good condition thank seller prompt delivery,Delivery & Service,2,Positive
5,Delivery was fast and worth it for the price! Material is a little hard so it helps with back ache and soreness. Overall good quality and prompt delivery! ,delivery fast worth price material little hard help back ache soreness overall good quality prompt delivery,Product Quality,2,Positive
5,Fast delivery! The foam roller is hard and of good quality. Highly recommended 👍🏻,fast delivery foam roller hard good quality highly recommended 👍🏻,Product Quality,2,Positive
5,My second purchase. Good quality and value for money. Fast delivery too. ,second purchase good quality value money fast delivery,Product Quality,2,Positive
5,Delivery was fast,delivery fast,Delivery & Service,2,Positive
5,Package in good condition. Have yet to try it but im excited.,package good condition yet try but im excited,Packaging Quality,2,Positive
5,Box are dented oh why.,box dented oh why,Packaging Quality,2,Positive
